Id,Name,SKU,content,"Short Description",sku,category,"Gallery Image","Product Image",Download,Image,print-position-1,kop-fran,tariff-stat-nr,standardfarg,tryckyta,logo,material,kapacitet,vikt,dimensioner,certifikat,"price option 50","price option 100","price option 250","price option 500","price option 1000","price option 2500","price option 5000",print-position-2,order-from,tariff-stat-no,color,print-surface,weight,dimensions,certificate,ovrigt,bestall-fran,tryck-storlek,storlek,accessories,version,tariff-stat-nn,input,output,solar-laddning,packaging,capacity,print-position-3,own-design,farg,sizes
129,"Padel Racket Cover",14730,,"Visa vem du är på padelbanan med klass och något garanterat i ögonfallande. Med detta slitstarka skydd i neoprene kan du dessutom designa trycket precis som du önskar på båda sidorna.

Passar alla padelrack modeller.",14730,"Övrigt,Egen design,Uncategorized","https://www.usb.nu/wp-content/uploads/2021/06/14730_Padel-Racket-Cover_2.jpg,https://www.usb.nu/wp-content/uploads/2021/06/14730_Padel-Racket-Cover_3.jpg,https://www.usb.nu/wp-content/uploads/2021/06/14730_Padel-Racket-Cover_4.jpg,https://www.usb.nu/wp-content/uploads/2021/06/14730_Padel-Racket-Cover_10-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/06/14730_Padel-Racket-Cover_11-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/06/14730_Padel-Racket-Cover_12-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/06/Paddle-racket-cover_14730_2.jpg",https://www.usb.nu/wp-content/uploads/2021/06/14730_Padel-Racket-Cover_1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/06/14730_Padel-Racket-Cover_Pics.zip"" target=""_blank"" rel=""noopener"">14730_Padel Racket Cover_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/06/14730_Padel-racket-cover_SIM-1.pdf"" target=""_blank"" rel=""noopener"">14730_Padel racket cover_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/14730-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">14730 Declaration of conformity</a>",,730-sv,"50 st",4016999790,"Vit eller svart botten","1 färg eller utfallande tryck på framsida","Screen, fullfärgstryck",Neoprene,-,151g,325x273x45mm,Reach,152,135,114,84,79,69,65,731-sv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
130,"4in1 Phone Stand cable",14710,,"Robust kvalitets kabel i textil och Aluminium. Kabeln som också fungerar som ett mobilställ tack vare den smarta avslutningen vid laddkontakterna.

Hela 20W laddning vilket gör att du med rätt kontakt kan ladda en iPhone på upp till 50% på under 30 minuter.

Kontakterna är för Lightning och Type C produkter.

Kabeln har självklart kabelbrottsskydd för att undvika skador på sladden

Logotypen tillverkas som en Doming för ett snyggt och stilrent resultat.",14710,"Laddare/Sladdar,Uncategorized","https://www.usb.nu/wp-content/uploads/2021/06/4in1-Phone-Stand-Cable_14710_2-1.jpg,https://www.usb.nu/wp-content/uploads/2021/06/4in1-Phone-Stand-Cable_14710_4.jpg,https://www.usb.nu/wp-content/uploads/2021/06/4in1-Phone-Stand-Cable_14710_5.jpg,https://www.usb.nu/wp-content/uploads/2021/06/4in1-Phone-Stand-Cable_14710_3.jpg",https://www.usb.nu/wp-content/uploads/2021/06/4in1-Phone-Stand-Cable_14710_1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/06/4in1-Phone-Stand-Cable_14710_Pics.zip"" target=""_blank"" rel=""noopener"">4in1 Phone Stand Cable_14710_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/06/14710_4in1-Phone-Stand-cable_SIM.pdf"" target=""_blank"" rel=""noopener"">14710_4in1 Phone Stand cable_SIM</a>",,760-sv,100st,8544429090,Svart/silver,"10,5x10,5mm",Doming,Textile/aluminium,"PD 20w",28g,1200mm,"CE, Rohs, EMC",,61,55,51,49,46,44,-,-,-,-,-,-,-,-,Mobilstand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
131,"Solar Powerbank 10.000mAh",14600,,"En pålitlig powerbank med kraftfullt batteri och hållbart skal. Det 10.000mAh stora batteriet kan ladda de flesta telefoner flera gånger, och solpanelerna förlänger tiden du kan gå utan vägguttag. Skalet är vattentätt, dammtätt och stöttåligt vilket gör den till en perfekt powerbank att ta med på friluftsaktiviteter och alla sorters miljöer. Solar Powerbank 10.000mAH har även kompass, ficklampa och karbinhake.

Produktens standardfärger är svart/orange och svart/svart. Andra färger kan vara tillgängliga på förfrågan.

&nbsp;

<a href=""https://www.usb.nu/produkt/solar-powerbank-20-000-mah/"">QI Solar Powerbank 20.000mAh</a>

<a href=""https://www.usb.nu/produkt/solar-foldable-powerbank/"">Solar Foldable Powerbank 10.000mAh</a>",14600,Laddare/Sladdar,"https://www.usb.nu/wp-content/uploads/2021/04/14600_3.jpg,https://www.usb.nu/wp-content/uploads/2021/04/14600_6.jpg,https://www.usb.nu/wp-content/uploads/2021/04/14600_7.jpg,https://www.usb.nu/wp-content/uploads/2021/04/14600_4-1.jpg",https://www.usb.nu/wp-content/uploads/2021/04/14600_2-2.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/04/14600_Solar-powerbank-10.000mAh_PIC.zip"" target=""_blank"" rel=""noopener"">14600_Solar powerbank 10.000mAh_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/04/14600_Solar-Powerbank-10000mAh_SIM-1.pdf"" target=""_blank"" rel=""noopener"">14600_Solar Powerbank 10000mAh_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/04/14600-Solar-Powerbank-10.000mAh_Manual.pdf"" target=""_blank"" rel=""noopener"">14600 Solar Powerbank 10.000mAh_Manual</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/04/14600-Declaration-of-Conformity-2.pdf"" target=""_blank"" rel=""noopener"">14600 Declaration of Conformity</a>",,"715-sv,210-10s-sv,210-10-3s-sv,210-10-4s-sv","50 st",8507600065,"Svart/orange, Svart/svart",42x26mm,Screen,"ABS, Silicone",10.000mAh,185g,140x77x22mm,"CE, Rohs, EMC",254,228,217,207,197,187,177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
132,"Qi 18W PD Solar Powerbank 20.000mAh",14610,,"En kraftfull PD snabb laddande och tålig powerbank du kan lita på i alla lägen, med solpaneler och trådlös QI laddning. Produktens vattentäta, dammtäta och stöttåliga skal med inbyggd ficklampa gör den perfekt för friluftsliv och fysiska aktiviteter och arbete. Det 20.000mAh stora batteriet räcker flera laddningar och vidare drygar solpanelerna ut perioden innan powerbanken behöver laddas upp.

&nbsp;

<a href=""https://www.usb.nu/produkt/solar-powerbank-10-000-mah/"">Solar Powerbank 10.000mAh</a>",14610,Laddare/Sladdar,"https://www.usb.nu/wp-content/uploads/2021/04/14610_2_bana.jpg,https://www.usb.nu/wp-content/uploads/2021/04/14610_4.png,https://www.usb.nu/wp-content/uploads/2021/04/14610_5-scaled.jpg",https://www.usb.nu/wp-content/uploads/2021/04/14610_3-1.png,"<a href=""https://www.usb.nu/wp-content/uploads/2021/04/QI-Solar-Powerbank_20000mAh_14610_Pic.zip"" target=""_blank"" rel=""noopener"">QI Solar Powerbank_20000mAh_14610_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/04/14610_QI-Solar-Powerbank-20000mAh_SIM-1.pdf"" target=""_blank"" rel=""noopener"">14610_QI Solar Powerbank 20000mAh_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/04/14610_QI-Solar-Powerbank-20000mAh_Manual-1.pdf"" target=""_blank"" rel=""noopener"">14610_QI Solar Powerbank 20000mAh_Manual</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/04/14610-Declaration-of-Conformity-1.pdf"" target=""_blank"" rel=""noopener"">14610 Declaration of Conformity</a>",,"715-sv,210-10s-sv,210-10-3s-sv,210-10-4s-sv","50 st",8507600065,"Svart/orange, Svart, Svart/Blå, Svart/Röd",28x20mm,Screen,ABS+Silicone,20.000mAh,433g,176x90x30m,"CE, Rohs, EMC",460,423,406,388,371,355,339,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9V/2A, 12V/1.5A","9V/2A - QC3.0, 10W - Wireless","18W PD QC Fast Charging",-,-,-,-,-,-
133,"Computer Wrist Rest Pad",14400,,"Ett mycket bekvämt handledsstöd till tangentbordet med memory foam.

Ergonomi är alltid viktigt, vad man än arbetar med. Detta handledsstöd formar sig och avlastar dina handleder vid arbete framför datorn. Förebygger värk och andra problem som kan uppstå med felaktigt stöd eller arbetsställning. Då det inte sitter fast i tangentbordet är det smidigt att flytta mellan arbetsstationer, eller mellan kontoret och hemmet där många arbetar under dessa tider.

Bra tryckyta som är väl synligt på alla skrivbord där det används.",14400,"Laptop-tillbehör,Musmattor/Gaming,Hemma/Kontor","https://www.usb.nu/wp-content/uploads/2021/01/Computer-wrist-rest-pad_14400_2-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Computer-wrist-rest-pad_14400_4-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Computer-wrist-rest-pad_14400_3-scaled.jpg",https://www.usb.nu/wp-content/uploads/2021/01/Computer-wrist-rest-pad_14400_1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/01/Computer-wrist-rest-pad_14400_Pic.zip"" target=""_blank"" rel=""noopener"">Computer wrist rest pad_14400_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/14400-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">14400 Declaration of conformity</a>",,"715-sv,5001-2,5002-2,5003-2","50 st",84716060,Svart,100x35mm,Transfer,"Polyester, Memory foam",-,310g,484x84x25mm,Reach,110,107,99,97,85,79,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
134,"Leather charging cable USB-A to Lightning",14271,,"Exklusiv laddkabel med singelkontakt, klädd i konstläder för ett lyxigare utseende och känsla.

Kontakter från USB-A till Lightning i aluminium vilket bidrar till känslan men även förlänger livslängden.

Perfekt för dig som vill ha en enkelkabel utan multikontakter med en mer sofistikerad design.",14271,Laddare/Sladdar,"https://www.usb.nu/wp-content/uploads/2021/01/Leather-Charging-Cable-A-to-lightning_14271_white-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Leather-Charging-Cable-A-to-lightning_14270_3-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Leather-Charging-Cable-A-to-lightning_14271_5-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Leather-Charging-Cable-A-to-lightning_14270_7-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Leather-Charging-Cable-A-to-lightning_14271_6-scaled.jpg",https://www.usb.nu/wp-content/uploads/2021/01/Leather-Charging-Cable-A-to-lightning_14270_1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/01/Leather-Charging-Cable-A-to-lightning_14271_PIC.zip"">Leather Charging Cable A to lightning_14271_PIC</a>",,725-sv,"100 st",8544429090,"Svart, Vit", 10x15mm,Gravyr,"Aluminium, konstläder",-,26g,"1000 mm","CE, Rohs, EMC",,32,30,29,27,26,25,261-2b-sv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,"R-PET Textile Powerbank 5000mAh",14190,,"Snygg och kraftfull powerbank på 5000mAh med framsida i textil och chassi i R-PET. med dubbla USB-utgångar. LED indikatorn visar batteriets återstående kapacitet. Samtliga våra laddare har skydd mot överladdning, urladdning, kortslutning samt överspänning vilket skyddar både laddare samt enheten som laddas. Levereras med 3i1 laddkabel (Micro USB, Type-C och Apple Lightning)

All insamling och tillverkning av det återvunna materialet är certifierat med Global Recycled Standard (GRS) 4.0 och av ESTS. En internationell standard för att säkerställa att materialet återvinns och hanteras på ett så miljövänligt sätt som möjligt. 3-parts besiktning för att verifiera ursprung av råvara &amp; att en ansvarsfull produktion efterföljs.",14190,Laddare/Sladdar,"https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Textil-Powerbank_14190_2.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Textil-Powerbank_14190_5.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Textil-Powerbank_14190_6.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Textil-Powerbank_14190_3.jpg",https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Textil-Powerbank_14190_1_ESTS-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Textil-Powerbank_14190_Pic.zip"" target=""_blank"" rel=""noopener"">R-PET Textil Powerbank_14190_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Textile-powerbank_14190_SIM.pdf"" target=""_blank"" rel=""noopener"">R-PET Textile powerbank_14190_SIM</a>","[video width=""1920"" height=""1080"" mp4=""https://www.usb.nu/wp-content/uploads/2021/01/PW98-2_1.mp4""][/video]","715-sv,211-11m-sv,211-11-3m-sv,211-11-4m-sv,214-14m-sv","100 st",8507600065,Ljusgrå,90x27mm,Screen,R-PET,5000mAh,114g,100x67x13mm,"CE, Rohs, EMC",,146,135,128,119,113,106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
136,"PD 18W 3A Fast charging cable",14280,,"PD Fast Charging 18W laddningskabel med Type-C till Lightning. En kabel av hög kvalité för att ladda dina iOS-enheter med hög hastighet. 100 cm lång, levereras i en mikrofiber-påse.

<a href=""https://www.usb.nu/produkt/pd-fast-charging-vaggadapter/"" target=""_blank"" rel=""noopener"">PD Fast charging Wall Adapter</a>",14280,"Laddare/Sladdar,Hemma/Kontor","https://www.usb.nu/wp-content/uploads/2021/01/PD-18W-3A-Fast-Charging_Cable_14280_3.jpg,https://www.usb.nu/wp-content/uploads/2021/01/PD-18W-3A-Fast-Charging_Cable_14280_32.jpg,https://www.usb.nu/wp-content/uploads/2021/01/PD-Fast-charging-cable_14280_11.jpg,https://www.usb.nu/wp-content/uploads/2021/01/PD-Fast-charging-cable_14280_10-1.jpg",https://www.usb.nu/wp-content/uploads/2021/01/PD-18W-3A-Fast-Charging_Cable_14280_31_b.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/01/PD-18W-3A-Fast-Charging-Cable_14280_PIC.zip"" target=""_blank"" rel=""noopener"">PD 18W 3A Fast Charging Cable_14280_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/01/14280_PD-18W-3A-Fast-charging-cable_SIM-1.pdf"" target=""_blank"" rel=""noopener"">14280_PD 18W 3A Fast charging cable_SIM</a>",,715-sv,"100 st",8544429090,Vit,"Type-C 12x5mm, Lightning 10x3,5mm",Silk,"ABS, Metall","PD Charging, 18W Type-C till Lightning",26g,"1000 mm","CE, Rohs, EMC",,41.50,39,38,36,34.50,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,412-sv,-,-,-,-,-
137,"Table Alco Dispenser",14250,,"Automatisk alco dispenser av bordsmodell med en slimmad och modern design.

Touch free, den doserar själv ut 1 ml alco gel när man för handen under den inbyggda sensorn.

Finns i 4 olika färger för att passa in i en rad olika miljöer, till exempel receptionen, gemensamma köket eller arbetsskrivbordet mm.

Produkten funkar lika bra att fylla med tvål eller varför inte diskmedel.

Rymmer totalt 400 ml och drivs av 4 st AAA-batterier (köpes separat).",14250,Övrigt,"https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_2.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_10.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_2_white.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_1_silver.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_3_wood.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_3.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_5.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_6.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_7-1.jpg",https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/01/Table-Alco-dispenser_14250_Pic-2.zip"" target=""_blank"" rel=""noopener"">Table Alco dispenser_14250_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/01/Table-Alcogel-Dispenser_14250_SIM.pdf"" target=""_blank"" rel=""noopener"">Table Alcogel Dispenser_14250_SIM</a>",,"715-sv,203-11m-sv,211-11-3m-sv,211-11-4m-sv,214-14m-sv","50 st",84249000,"Svart, Vit, Silver, Trä",20x25mm,Tampo,ABS,-,195g,70x116x214mm,RoHs,199,190,195,190,185,175,170,-,-,-,-,-,-,-,-,"400 ml, Alcogel köpes separat",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
138,"Leather charging cable USB-A to TypeC",14270,,"Exklusiv laddkabel med singelkontakt, klädd i konstläder för ett lyxigare utseende och känsla.

Kontakter från USB-A till Type-C i aluminium vilket bidrar till känslan men även förlänger livslängden.

Perfekt för dig som vill ha en enkelkabel utan multikontakter med en mer sofistikerad design.",14270,Laddare/Sladdar,"https://www.usb.nu/wp-content/uploads/2021/01/Leather-Cable-A-toTypeC_14270_2-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Leather-Charging-Cable-A-to-C_14270_2-2-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Leather-Cable-A-toTypeC_14270_4-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Leather-Charging-Cable-A-to-C_14270_1-scaled.jpg",https://www.usb.nu/wp-content/uploads/2021/01/Leather-Cable-A-toTypeC_14270_3-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/01/Leather-Charging-Cable-A-to-C_14270_PIC.zip"">Leather Charging Cable A to C_14270_PIC</a>",,725-sv,"100 st",8544429090,"Svart, Vit", 10x15mm,Gravyr,"Aluminium, konstläder",-,26g,"1000 mm","CE, Rohs, EMC",,30.50,28,27.50,26,25,24,261-2b-sv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
139,"R-PET Qi 15W Textile charger",14200,"<p><br data-mce-bogus=""1""></p>","Trådlös laddare med 15W Qi. Framsida i textil och chassi gjort i R-PET. En lagom stor och snygg trådlös laddare att ha på skrivbordet.

All insamling och tillverkning av det återvunna materialet är certifierat med Global Recycled Standard (GRS) 4.0 och av ESTS. En internationell standard för att säkerställa att materialet återvinns och hanteras på ett så miljövänligt sätt som möjligt. 3-parts besiktning för att verifiera ursprung av råvara &amp; att en ansvarsfull produktion efterföljs.

&nbsp;",14200,Laddare/Sladdar,"https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Qi-Charger-Textile_14200_2.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Qi-Charger-Textile_14200_5.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Qi-Charger-Textile_14200_6.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Qi-Charger-Textile_14200_4-1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Qi-Charger-Textile_14200_3.jpg",https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Qi-Charger-Textile_14200_1_ESTS-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Qi-Charger-Textile_14200_Pic-1.zip"" target=""_blank"" rel=""noopener"">R-PET Qi Charger Textile_14200_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/01/R-PET-QI-Charger-Textile_14200_SIM.pdf"" target=""_blank"" rel=""noopener"">R-PET QI Charger Textile_14200_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/01/14200-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">14200 Declaration of Conformity</a>","[video width=""1920"" height=""1080"" mp4=""https://www.usb.nu/wp-content/uploads/2021/01/PWC22.mp4""][/video]","715-sv,203-11m-sv,211-11-3m-sv,211-11-4m-sv,214-14m-sv",-,-,-,-,Silk,R-PET,-,-,-,-,,129,108,101,94,84,78,-,"100 st",8504409090,"Svart & ljusgrått tyg",95x58mm,149g,100x60x10mm,"CE, Rohs, EMC",-,-,-,-,-,-,-,-,-,-,-,15W,-,-,-,-
140,"Qi 15W Phone Stand charger",14170,,"Framtiden är trådlös. Denna trådlösa laddare med 15 W snabbladdning låter dig snabbt och enkelt ladda din Qi-kompatibla smartphone utan att krångla med sladdar, samtidigt som laddaren bistår som ett praktiskt stativ till din mobil. Perfekt för att ha översikt över telefonen framför datorn på skrivbordet eller på nattduksbordet bredvid sängen.

Anslut laddaren till ett vägguttag, sedan är det bara att placera din mobil för att börja ladda trådlöst. Laddaren stänger automatiskt av sig när din mobil är fulladdad, och har en ultralåg energiförbrukning vid standby. Laddaren har en gummerad kontaktyta som gör att din mobiltelefon ligger eller står stadigt och laddar utan att halka omkring.",14170,"Laddare/Sladdar,Hemma/Kontor","https://www.usb.nu/wp-content/uploads/2021/01/Charging-phone-stand-QI-15W_14170_2.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Charging-phone-stand-QI-15W_14170_3.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Charging-phone-stand-QI-15W_14170_4.jpg,https://www.usb.nu/wp-content/uploads/2021/01/Charging-phone-stand-QI-15W_14170_1.jpg",https://www.usb.nu/wp-content/uploads/2021/01/Charging-phone-stand-QI-15W_14170_1b-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/01/Charging-phone-stand-QI-15W_14170_Pics.zip"" target=""_blank"" rel=""noopener"">Charging phone stand QI 15W_14170_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/01/QI-Charging-Phone-Stand-15W_14170_SIM-1.pdf"" target=""_blank"" rel=""noopener"">QI Charging Phone Stand 15W_14170_SIM</a>",,"715-sv,211-11m-sv,211-11-3m-sv,211-11-4m-sv,214-14m-sv","50 st",8504409590,Svart,30x25mm,Silk,"ABS, PC",15W,149g,70x137x16mm,"CE, Rohs, EMC",193,177,165,159,151,145,139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5-12V 1,34-2A","5-9V 0,83-1,67A Max 15W",-,-,-,-,-,-,-
141,"R-PET Clean Cloth",14160,,"Miljö i fokus. Putsduk i R-PET med stor tryckyta och ett enormt användningsområde gör denna till en bra giveaway. En produkt som passar alla!

All insamling och tillverkning av det återvunna materialet är certifierat med Global Recycled Standard (GRS) 4.0. En internationell standard för att säkerställa att materialet återvinns och hanteras på ett så miljövänligt sätt som möjligt. 3-parts besiktning för att verifiera ursprung av råvara &amp; att en ansvarsfull produktion efterföljs.

70% av tyget är gjort av återvunna PET flaskor.

Mikrofibermaterialen har fått Oeko-Tex och REACH-certifiering, det är även COLTS Laboratories testade för rengöringseffektivitet.

Vi använder FSC sublimeringspapper och färgerna är vattenbaserade.

Under 50st begär pris.",14160,"Mobiltillbehör,Nyheter,ECO Produkter","https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Clean-cloth_14160_2.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Clean-cloth_14160_1.jpg,https://www.usb.nu/wp-content/uploads/2021/01/14160_2S4A3459_AO-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Clean-cloth_14160_4-1.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Clean-cloth_14160_Pack_4-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Clean-cloth_14160_Pack_6-scaled.jpg,https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Clean-cloth_14160_Pack_7-1-scaled.jpg",https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Clean-cloth_14160_3b_ESTS-2.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2021/01/R-PET-Clean-cloth_14160_Pic.zip"" target=""_blank"" rel=""noopener"">R-PET Clean cloth_14160_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/01/14160_R-PET-Clean-Cloth_SIM-1.pdf"" target=""_blank"" rel=""noopener"">14160_R-PET Clean Cloth_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2021/01/14160-Declaration-of-conformity.pdf"" target=""_blank"" rel=""noopener"">14160 Declaration of conformity</a>",,730-sv,"50 st",6307109090,Vit,"150x180mm, hela duken",Fullfärgstryck,"R-PET. 70% polyester, 30% nylon",-,7g,"Duk: 150x180mm Förpackning: 97x60x5mm",Reach,28,22,20,17,14,13,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
