Id,Name,SKU,content,"Short Description",sku,category,"Gallery Image","Product Image",Download,Image,print-position-1,color,kop-fran,tariff-stat-nr,standardfarg,tryckyta,logo,material,vikt,dimensioner,certifikat,"price option 50","price option 100","price option 250","price option 500","price option 1000","price option 2500","price option 5000",order-from,tariff-stat-no,print-surface,weight,dimensions,certificate,capacity,kapacitet,packaging,other,ovrigt,buy-from,standard-colour,imprint-surface,dimension,certificat,version,print-position-2,accessories,dimensionsr,print-area,dimensiones,colour,solar-charger,input,output,solar-laddning,printing-surface,tariff-statno,print-position-3,own-design,farg,sizes
23,"LED MegaBeam Flashlight 3W",693-00.003,,"Högpresterande LED-ficklampa i aluminium, extremt ekonomisk och ljusstark. En 3Watt LED-lampa som ger ett starkt sken. Ficklampan är skyddad mot regn och har överspännings skydd för bästa säkerhet.",693-00.003,"Nyheter,Övrigt","https://elvirainfotech.live/usb/wp-content/uploads/2022/12/LED-MegaBeam-Flashlight_693-00.003_1red.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/LED-MegaBeam-Flashlight_693-00.003_2blue.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/LED-MegaBeam-Flashlight_693-00.003_5.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/12/LED-MegaBeam-Flashlight_693-00.003_4.jpg,,,725-sv,-,"100 st",85131000000,"Blå, röd",25x8mm,Lasergravyr,Metall,83g,27x27x100mm,"Rohs, EMC",88,59,57,53,49,46,42,-,-,-,-,-,-,-,3W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,"Own design Earpod case",16670,,"Design your own Earpod case. Fun, different and you will definitely stand out with  your unique design.

The sample price applies to the main image design (Ben Jerry). All designs are individually priced.",16670,"News,Own Design,Sound","https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16670_earpod-case-4-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16670_earpod-case-3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16670_earpod-case-5-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16670_earpod-case-6-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/DSC_4615.png,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/DSC_4614.png,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/DSC_4616.png,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/DSC_4617.png,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/DSC_4618.png,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/DSC_4619.png",https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16670_earpod-case-6-1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/01/16670_earpod-case-Pics.zip"" target=""_blank"" rel=""noopener"">16670_earpod case Pics</a>",,730,"Any colour",-,-,-,-,"By tool",-,-,-,-,,68,63,56,,,,"100 pcs",3926909790,"Whole case",-,"Your case dimensions",Reach,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,"Own design Earpod case",16670,,"Designa ditt eget Earpod skal. Kul, annorlunda och du kommer garanterat sticka ut med en helt unik design.

Priserna är en referens på huvudbilden (Ben Jerry) Varje design har sitt eget pris på offert.",16670,"Egen design,Ljud,Nyheter","https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16670_earpod-case-4-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16670_earpod-case-3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16670_earpod-case-5-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16670_earpod-case-6-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/DSC_4615.png,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/DSC_4614.png,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/DSC_4616.png,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/DSC_4617.png,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/DSC_4618.png,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/DSC_4619.png",https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16670_earpod-case-6-1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/01/16670_earpod-case-Pics.zip"" target=""_blank"" rel=""noopener"">16670_earpod case Pics</a>",,730-sv,-,"100 st",3926909790,"Valfri färg","Hela skalet","Gjuten logo","Mjuk PVC",-,"Samma som ditt skal",Reach,,68,63,56,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,"The Sound Guru ANC",543-00.001,,"Sound &amp; Silence - True wireless stereo (TWS) hi-fi solution in-ear headphones with active noise cancellation (ANC) to block out annoying ambient noise and for untroubled music enjoyment (40 mAH - approx. 3-5 h listening time). The charging case is also the case for recharging the headphones (1.5 hours to charge headphones and 5 hours to charge the case).

Incl. replacement earphones (silicone attachments).",543-00.001,"Accessories,News,Sound","https://elvirainfotech.live/usb/wp-content/uploads/2022/12/543-00.001_Earpods-SoundGuru_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/543-00.001_Earpods-SoundGuru_1.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/12/543-00.001_Earpods-SoundGuru_1.jpg,,,"715,203-11m,211-11-3m,211-11-4m,214-14m",Black,-,-,-,-,Screen,ABS,-,-,-,339,299,286,275,262,253,243,"100 pcs",85183000900,40x12mm,44g,74x37x35mm,"Rohs,EMC",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,"The Sound Guru ANC",543-00.001,,"Sound Guru True wireless stereo (TWS) hi-fi-lösning in-ear-hörlurar med aktiv brusreducering (ANC) för att blockera störande omgivningsljud och för behaglig musik njutning (speltid  ca 3-5 h) - fodralet används också för att ladda hörlurarna (ca 1,5 timmar för att ladda hörlurar och 5 timmar för att ladda fodralet).

Inkl. extra (silikontillbehör).",543-00.001,"Ljud,Nyheter,Övrigt","https://elvirainfotech.live/usb/wp-content/uploads/2022/12/543-00.001_Earpods-SoundGuru_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/543-00.001_Earpods-SoundGuru_1.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/12/543-00.001_Earpods-SoundGuru_1.jpg,,,"715-sv,203-11m-sv,211-11-3m-sv,211-11-4m-sv,214-14m-sv",-,"100 st",85183000900,Svart,40x12mm,Screen,ABS,44g,74x37x35mm,"Rohs, EMC",339,299,286,275,262,253,243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,"LED MegaBeam WorkLigtht ReCharge Maxi Slim",523-00.001,,"Noble rechargeable work light with LED high beam and COB work light - built in magnetic to make it Handfree. Powerful 500mah battery (150lumen), large advertising space and simple USB port charging.",523-00.001,"Accessories,News",,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/523-00.001_LED-MegaBeam-Workligtht-ReCharge-Maxi-Slim_1.jpg,,,725,Black,-,-,-,-,"Laser engraveing",Metal,-,-,-,139,106,99,95,89,87,84,"100 pcs",85131000000,50x10mm,63g,194x25x10mm,"Rohs,EMC",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,"LED MegaBeam WorkLigtht ReCharge Maxi Slim",523-00.001,,"Noble uppladdningsbar arbetslampa med kraftig LED  och COB arbetslampa. Inbyggd magnet som gör denna handfree. Kraftfullt 500mah batteri (150lumen), stor tryckyta och enkel USB-portsladdning.",523-00.001,"Nyheter,Övrigt",,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/523-00.001_LED-MegaBeam-Workligtht-ReCharge-Maxi-Slim_1.jpg,,,725-sv,-,"100 st",85131000000,Svart,50x10mm,Lasergravyr,Metall,63g,194x25x10mm,"Rohs,EMC",139,106,99,95,89,87,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,"Deskpad ECO A3 Recycled tires",16611,,"ECO-pad deskpad in A3 Made in Germany. Bottom made from 100% recycled in Germany car tires 1mm thick. Top Surface: 0.3 mm environmentally friendly stone paper that requires only a fraction of the energy and water to produce. 1 ton of stone paper = 474 KG CO2 compared with normal paper where it is approx.  1431 KG of CO2 for 1 ton of normal paper.",16611,"ECO Products,Mousepads/Gaming,News","https://elvirainfotech.live/usb/wp-content/uploads/2022/12/16611_Deskpad-ECO-A3-Recycled-tires_4_007168_bana.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/16611_Deskpad-ECO-A3-Recycled-tires_3_007168.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/16611_Deskpad-ECO-A3-Recycled-tires_1_007168_bana-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/12/16611_Deskpad-ECO-A3-Recycled-tires_1_007168.jpg,,,730,"Own colour",-,-,-,-,"Fullcolour print","Recycled tires and stone paper",-,-,-,,98,77,68,61,52,45,"100 pcs",3926909755,540x297mm,265g,420x397x2mm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,"Deskpad ECO A3 Recycled tires",16611,,"ECO-pad skrivbords underlägg i A3 tillverkad i Tyskland där botten är tillverkad av 100 % återvunna bildäck från Tyskland.

Toppyta: 0,3 mm miljövänligt stenpapper som bara kräver en bråkdel av energin och vattnet att producera. 1 ton stenpapper = 474 KG CO2 och jämfört med vanligt papper där det är ca. 1431 KG CO2 för 1 ton vanligt papper.",16611,"ECO Produkter,Musmattor/Gaming,Nyheter","https://elvirainfotech.live/usb/wp-content/uploads/2022/12/16611_Deskpad-ECO-A3-Recycled-tires_4_007168_bana.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/16611_Deskpad-ECO-A3-Recycled-tires_3_007168.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/16611_Deskpad-ECO-A3-Recycled-tires_1_007168_bana-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/12/16611_Deskpad-ECO-A3-Recycled-tires_1_007168.jpg,,,730-sv,-,"100 st",3926909755,"Egen färg",420x297mm,Fullfärgstryck,"Återvunna däck och stenpapper",265g,420x297x2mm,-,,98,77,68,61,52,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,"R-PET Clean Cloth Large",14162,,"Miljö i fokus. Stor putsduk i R-PET med ett enormt användningsområde gör denna till en bra giveaway. En produkt som passar alla!

All insamling och tillverkning av det återvunna materialet är certifierat med Global Recycled Standard (GRS) 4.0. En internationell standard för att säkerställa att materialet återvinns och hanteras på ett så miljövänligt sätt som möjligt. 3-parts besiktning för att verifiera ursprung av råvara &amp; att en ansvarsfull produktion efterföljs. 70% av tyget är gjort av återvunna PET flaskor.

Mikrofibermaterialen har fått Oeko-Tex och REACH-certifiering, det är även COLTS Laboratories testade för rengöringseffektivitet.

Vi använder FSC sublimeringspapper och färgerna är vattenbaserade.",14162,"ECO Produkter,iPad-tillbehör,Mobiltillbehör,Nyheter","https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_2-2-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_7-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_6-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_4-1-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_2b-1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_Pics-1.zip"" target=""_blank"" rel=""noopener"">14162_R-PET Clean Cloth Large_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_SIM.pdf"" target=""_blank"" rel=""noopener"">14162_R-PET Clean Cloth Large_SIM</a>",,730-sv,-,"50 st",3919900099,Vit,"300x200mm, hela duken",Fullfärgstryck,"R-PET. 70% polyester, 30% nylon",12g,"Duk: 300x200mm Förpackning: 230x185x2mm",RohS,,39,24.50,19.50,16,13,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,"R-PET Clean Cloth Large",14162,,"Environment in focus. A large cleaning cloth in R-PET with a  a huge area of ​​use makes this a good giveaway.  A product that suits everyone!

All collection and manufacture of the recycled material is certified with Global Recycled Standard (GRS) 4.0. An international standard to ensure that the material is recycled and handled in the most environmentally friendly way possible. 3-part inspection to verify the origin of raw material &amp; that a responsible production is followed. 70% of the fabric is made from recycled bottles.

The microfiber materials have recieved Oeko-Tex and REACH certification it is also COLTS Laboratories tested for cleaning efficiency.

We use FSC sublimation heat transfer paper and the ink is waterbased.",14162,"ECO Products,iPad Accessories,Mobile Accessories,News","https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_2-2-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_7-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_6-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_4-1-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_2b-1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_Pics-1.zip"" target=""_blank"" rel=""noopener"">14162_R-PET Clean Cloth Large_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/01/14162_R-PET-Clean-Cloth-Large_SIM.pdf"" target=""_blank"" rel=""noopener"">14162_R-PET Clean Cloth Large_SIM</a>",,730,White,-,-,-,-,"Full colour print","R-PET. 70% polyester, 30% nylon",-,-,-,,39,24.50,19.50,16,13,12,50pcs,3919900099,"300x200mm, Whole cloth",12g,"Cloth: 300x200mm Packaging: 230x185x2mm",RohS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,"Clip-Light Mobile Light Connect",710-00.001,,"Rechargeable clip light for flexible attachment, with 4 light modes 100%, Eco 50%, Eco 25%, red safety indicator. 1 Watt, 300mAh lithium-ion battery, for up to 8 hours of light, charging time approx. 2 hours.",710-00.001,"Accessories,News","https://elvirainfotech.live/usb/wp-content/uploads/2022/12/710-00.001_Clip-Light-Mobile-Light-Connect_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/710-00.001_Clip-Light-Mobile-Light-Connect_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/710-00.001_Clip-Light-Mobile-Light-Connect_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/710-00.001_Clip-Light-Mobile-Light-Connect_4.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/12/710-00.001_Clip-Light-Mobile-Light-Connect_1.jpg,,,715,Black,-,-,-,-,Screen,ABS,-,-,-,117,85,79,76,72,69,67,"100 pcs",85131000000,10x7mm,28g,66x39x23mm,"Rohs,EMC",300mAh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,"Clip-Light Mobile Light Connect",710-00.001,,"Uppladdningsbar Clips lampa för flexibel infästning, med 4 ljuslägen 100%, Eco 50%, Eco 25%, röd varningslampa. 1 Watt, 300mAh litiumjonbatteri för upp till 8 timmars ljus Laddningstid ca. 2 timmar.",710-00.001,"Nyheter,Övrigt","https://elvirainfotech.live/usb/wp-content/uploads/2022/12/710-00.001_Clip-Light-Mobile-Light-Connect_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/710-00.001_Clip-Light-Mobile-Light-Connect_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/710-00.001_Clip-Light-Mobile-Light-Connect_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/710-00.001_Clip-Light-Mobile-Light-Connect_4.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/12/710-00.001_Clip-Light-Mobile-Light-Connect_1.jpg,,,715-sv,-,"100 st",85131000000,Svart,10x7mm,Screen,ABS,28g,66x39x23mm,"Rohs,EMC",117,85,79,76,72,69,67,-,-,-,-,-,-,-,300mAh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,"Mousepad ECO Recycled tires",16610,,"ECO-pad mousepad Made in Germany. Bottom made from 100% recycled in Germany, car tires 1mm thick. Top Surface: 0.3 mm environmentally friendly stone paper that requires only a fraction of the energy and water to produce. 1 ton of stone paper = 474 KG CO2 compared with normal paper where it is approx.  1431 KG of CO2 for 1 ton of normal paper.",16610,"ECO Products,Mousepads/Gaming,News","https://elvirainfotech.live/usb/wp-content/uploads/2023/01/007162-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16610_Mousepad-ECO-240x200_007162_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16610_Mousepad-ECO-240x200_007162.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16610_Mousepad-ECO-240x200_007162.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/01/16610_Mousepad-ECO-Recycled-Tires_240x200_PIC.zip"" target=""_blank"" rel=""noopener"">16610_Mousepad ECO Recycled Tires_240x200_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/01/16610_Mousepad-ECO-Recycled-tires_240x200_SIM.pdf"" target=""_blank"" rel=""noopener"">16610_Mousepad ECO Recycled tires_240x200_SIM</a>",,730,"Black rubber/full colour print",-,-,-,-,"Full colourprint","Recycled tires and stone paper",-,-,-,,65,43,36,31,24,22,"100 pcs",3926909755,540x200mm,120g,240x200x2mm,Reach,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,"Mousepad ECO Recycled tires",16610,,"ECO-pad musmatta tillverkad i Tyskland där botten är tillverkad av 100 % återvunna bildäck från Tyskland.

Toppyta: 0,3 mm miljövänligt stenpapper som bara kräver en bråkdel av energin och vattnet att producera. 1 ton stenpapper = 474 KG CO2 och jämfört med vanligt papper där det är ca. 1431 KG CO2 för 1 ton vanligt papper.",16610,"ECO Produkter,Musmattor/Gaming,Nyheter","https://elvirainfotech.live/usb/wp-content/uploads/2023/01/007162-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16610_Mousepad-ECO-240x200_007162_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16610_Mousepad-ECO-240x200_007162.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2023/01/16610_Mousepad-ECO-240x200_007162.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2023/01/16610_Mousepad-ECO-Recycled-Tires_240x200_PIC.zip"" target=""_blank"" rel=""noopener"">16610_Mousepad ECO Recycled Tires_240x200_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2023/01/16610_Mousepad-ECO-Recycled-tires_240x200_SIM.pdf"" target=""_blank"" rel=""noopener"">16610_Mousepad ECO Recycled tires_240x200_SIM</a>",,730-sv,-,"100 st",3926909755,Svart/fullfärgstryck,240x200mm,Fullfärgstryck,"Återvunna däck och stenpapper",120g,240x200x2mm,Reach,,65,43,36,31,24,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,"BBQ Future Tech Fire",775-00.001,,"BBQ arc lighter in an elegant metal housing. Rechargeable via USB. Up to 80 ignitions. Delivered in a nice gift box.",775-00.001,"Accessories,News",https://elvirainfotech.live/usb/wp-content/uploads/2022/12/30008700@2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/775-00_BBQ-Future-Tech-Fire_1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/12/775.00_BBQ-Future-Tech-Fire_SIM.pdf"" target=""_blank"" rel=""noopener"">775.00_BBQ Future Tech Fire_SIM</a>",,725,Black/silver,-,-,-,-,"Laser engraving",Metal/plastic,-,-,-,149,118,111,106,102,98,94,"100 pcs","96138000 000",12x25mm,80g,"26 x 230 x 18mm","Rohs, EMC","up to 80 ignitions",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,"BBQ Future Tech Fire",775-00.001,,"Grilltändare i elegant metallhölje. Uppladdningsbar via USB. Upp till 80 tändningar per laddning. Levereras i snygg presentförpackning.",775-00.001,"Nyheter,Övrigt",https://elvirainfotech.live/usb/wp-content/uploads/2022/12/30008700@2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/775-00_BBQ-Future-Tech-Fire_1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/12/775.00_BBQ-Future-Tech-Fire_SIM.pdf"" target=""_blank"" rel=""noopener"">775.00_BBQ Future Tech Fire_SIM</a>",,725-sv,-,"100 st",96138000000,Svart/silver,12x25mm,Lasergravyr,Metall/plast,80g,26x230x18mm,"Rohs,EMC",149,118,111,106,102,98,94,-,-,-,-,-,-,-,"Upp till 80st tändningar",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,"Mr.Boombastic Pocket speaker",860-00.001,,"<p id=""tw-target-text"" class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Översättning""><span class=""Y2IQFc"" lang=""en"">Compact wireless 3 Watt speaker for awesome sound! Takes up no space in the packing, ideal for on the go! </span><span class=""Y2IQFc"" lang=""en"">Built-in carabiner - perfect for hanging on your backpack or trouser pocket. Top price and advertising opportunity thanks to full-surface digital printing on the sound grille. 3Watt, 300mAh lithium-ion battery, for 3-5 h music.</span></p>",860-00.001,"Accessories,News,Sound","https://elvirainfotech.live/usb/wp-content/uploads/2022/12/860-00.001_MrBoombastic-Pocket-speaker_18-1-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/860-00.001_MrBoombastic-Pocket-speaker_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/860-00.001_MrBoombastic-Pocket-speaker_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/860-00.001_MrBoombastic-Pocket-speaker_2a-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/860-00.001_MrBoombastic-Pocket-speaker_8-1-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/860-00.001_MrBoombastic-Pocket-speaker_7-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/12/860-00.001_MrBoombastic-Pocket-speaker_1a-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/12/860-00.001_MrBoombastic-Pocket-speaker_19-1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/12/860-00.001_MrBoombastic-Pocket-speaker_PIC.zip"" target=""_blank"" rel=""noopener"">860-00.001_MrBoombastic Pocket speaker_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/12/860-00.001_Mr.Boombastic-Pocket-speaker_SIM-1.pdf"" target=""_blank"" rel=""noopener"">860-00.001_Mr.Boombastic Pocket speaker_SIM</a>",,730,Black,-,-,-,-,"Digital printing",Metal/ABS,-,-,-,132,97,92,86,81,78,75,"100 pcs","85182100 000","On the whole grill",63g,126x45x18mm,"Rohs,EMC, RED","3W speaker",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
